Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
 can you please not have Canadian players play US players that lag  is atrocious fixthisgame trash sfvrefund  rage,1,,,,,,,,,,
 can you please not have Canadian players play US players that lag  is atrocious fixthisgame trash sfvrefund  rage,,,1,,,,,,,,
 Can't believe how rude your cashier was today when I was returning an item  Your customer service is slacking terrible,1,,,,,,,,,,
 Can't believe how rude your cashier was today when I was returning an item  Your customer service is slacking terrible,,,1,,,,,,,,
 carrick and Herrera proved their worth last night What more does Rooney need to do to get dropped awful Rashford needs to start,1,,,,,,,,,,
 carrick and Herrera proved their worth last night What more does Rooney need to do to get dropped awful Rashford needs to start,,,1,,,,,,,,
 carrick and Herrera proved their worth last night What more does Rooney need to do to get dropped awful Rashford needs to start,,,,,,,,,1,,
 Charlie attempted to suffocate me with a cushion for cheering so much at the great news   _emoj_joy_   _emoj_joy_ ,,,,,1,,,,,,
 CharlotteProtest do u wait the facts video or do u hate now ask questions later  protest PoliceShootings suggestions,1,,,,,,,,,,
 CharlotteProtest do u wait the facts video or do u hate now ask questions later  protest PoliceShootings suggestions,,1,,,,,,,,,
 CharlotteProtest do u wait the facts video or do u hate now ask questions later  protest PoliceShootings suggestions,,,1,,,,,,,,
 CharlotteProtest do u wait the facts video or do u hate now ask questions later  protest PoliceShootings suggestions,,,,,,,,1,,,
 CharlotteProtest do u wait the facts video or do u hate now ask questions later sad protest PoliceShootings suggestions,,,,,,,,,1,,
 cheer cheer the red and white we are now off to grand final to win the fight Thanks ,,,,,1,,,,,,
 Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything MHChat,,,,,,,,,1,,
 chuckle 'Any idea girl' The dragoness let out a frustrated growl blowing smoke out of her nostrils The old man nodded ,1,,,,,,,,,,
 chuckle 'Any idea girl' The dragoness let out a frustrated growl blowing smoke out of her nostrils The old man nodded ,,,1,,,,,,,,
 close up shots of my ugly mug as I continue to talk about Blaine years after glee has been dead,,,1,,,,,,,,
 CN seems like you only appreciate good reviews No apologies to my concern years ago,,,,,1,,,,,,
 CN seems like you only appreciate good reviews No apologies to my concern years ago,,,,,,,1,,,,
 CN seems like you only appreciate good reviews No apologies to my concern years ago,,,,,,,,,1,,
 come play madden at my house after school,,1,,,,,,,,,
 come play madden at my house after school,,,,,1,,,,,,
 come play madden at my house after school,,,,,,,1,,,,
 Congratulations  My top homeowning tip try not to look at your mortgage balance too often  The slowness will depress you,,1,,,,,,,,,
 Congratulations  My top homeowning tip try not to look at your mortgage balance too often  The slowness will depress you,,,1,,,,,,,,
 Connie came back in Hey you seem a bit more lively,,,,,1,,,,,,
 Connie came back in Hey you seem a bit more lively,,,,,,,1,,,,
 Could you ask your Chafford Hundred store to turn on their car park lights A bit scary these dark nights Thanks,,,1,,,,,,,,
 Could you ask your Chafford Hundred store to turn on their car park lights A bit scary these dark nights Thanks,,,,1,,,,,,,
 Covering Milo might make sense not much even at that but celebrating him as puckish is cooperation in something ghastly,,1,,,,,,,,,
 Covering Milo might make sense not much even at that but celebrating him as puckish is cooperation in something ghastly,,,1,,,,,,,,
 Covering Milo might make sense not much even at that but celebrating him as puckish is cooperation in something ghastly,,,,1,,,,,,,
 Customer services got involved and eventually completely wash their hands of it  dreamornightmare,1,,,,,,,,,,
 Customer services got involved and eventually completely wash their hands of it  dreamornightmare,,,1,,,,,,,,
 Customer services got involved and eventually completely wash their hands of it  dreamornightmare,,,,1,,,,,,,
 Customer services got involved and eventually completely wash their hands of it awful dreamornightmare,1,,,,,,,,,,
 Customer services got involved and eventually completely wash their hands of it awful dreamornightmare,,,1,,,,,,,,
 Damn  Lol  Maybe it is for the best though  Her brother might still be lookin for revenge   _emoj_joy_ ,1,,,,,,,,,,
 Damn  Lol  Maybe it is for the best though  Her brother might still be lookin for revenge   _emoj_joy_ ,,,,,1,,,,,,
 Damn  Lol  Maybe it is for the best though  Her brother might still be lookin for revenge   _emoj_joy_ ,,,,,,,1,,,,
 data stolen in and only now do you tell us shocking,1,,,,,,,,,,
 data stolen in and only now do you tell us shocking,,,1,,,,,,,,
 data stolen in and only now do you tell us shocking,,,,,,,,,,1,
 Did you even give out any pizzas  Serious fail hungry  hangry,1,,,,,,,,,,
 Did you even give out any pizzas  Serious fail hungry  hangry,,,1,,,,,,,,
 Did you even give out any pizzas  Serious fail hungry  hangry,,,,,,,,,1,,
 Did you even give out any pizzas  Serious fail hungry furious hangry,1,,,,,,,,,,
 Did you even give out any pizzas  Serious fail hungry furious hangry,,,1,,,,,,,,
 Did you even give out any pizzas  Serious fail hungry furious hangry,,,,,,,,,1,,
 did you hear it Cause I am getting messages about the ground shaking,,1,,,,,,,,,
 did you hear it Cause I am getting messages about the ground shaking,,,,1,,,,,,,
 did you not learn from  's viral insult to ballet Stop trying to wrongfully stick models into pointe shoes   _emoj_face_with_rolling_eyes_,1,,,,,,,,,,
 did you not learn from  's viral insult to ballet Stop trying to wrongfully stick models into pointe shoes   _emoj_face_with_rolling_eyes_,,,1,,,,,,,,
 did you see the gleeful look on  's face when criminal Don King used the 'n' word to denigrate Blacks,1,,,,,,,,,,
 did you see the gleeful look on  's face when criminal Don King used the 'n' word to denigrate Blacks,,,1,,,,,,,,
 did you see the gleeful look on  's face when criminal Don King used the 'n' word to denigrate Blacks,,,,,1,,,,,,
 didn't even realise you used that insult it was that shit mate,1,,,,,,,,,,
 didn't even realise you used that insult it was that shit mate,,,1,,,,,,,,
 DirectTV is the best Apparently you just sit in silent anger 'Don't press or say anything',1,,,,,,,,,,
 DirectTV is the best Apparently you just sit in silent anger 'Don't press or say anything',,,1,,,,,,,,
 do we think the swallows and swifts have gone Photo'd nights ago not seen since  Autumn,,,,1,,,,,,,
 do we think the swallows and swifts have gone Photo'd nights ago not seen since  Autumn,,,,,,,,,1,,
 do we think the swallows and swifts have gone Photo'd nights ago not seen since  Autumn,,,,,,,,,,1,
 do we think the swallows and swifts have gone Photo'd nights ago not seen since sad Autumn,,,,,,,,1,,,
 do we think the swallows and swifts have gone Photo'd nights ago not seen since sad Autumn,,,,,,,,,1,,
 does Remo Williams ever actually 'save' anyone or does he just sulk around killing random undesirables ,1,,,,,,,,,,
 does Remo Williams ever actually 'save' anyone or does he just sulk around killing random undesirables ,,,1,,,,,,,,
 Doesnt do it to anyone else he literally pulled me into the office cause someone complained I spit in the sink yesterday,1,,,,,,,,,,
 Doesnt do it to anyone else he literally pulled me into the office cause someone complained I spit in the sink yesterday,,,1,,,,,,,,
 Doesnt do it to anyone else he literally pulled me into the office cause someone complained I spit in the sink yesterday,,,,,,,,,1,,
 Don King is an insult to the intelligence of the Black Community  What are these people thinking,1,,,,,,,,,,
 Don King is an insult to the intelligence of the Black Community  What are these people thinking,,,1,,,,,,,,
 Don't ask you don't get Apologies if I've offended you All due respect Alan I think you've been fed duff info,1,,,,,,,,,,
 Don't ask you don't get Apologies if I've offended you All due respect Alan I think you've been fed duff info,,,1,,,,,,,,
 don't be shy next time We're a cheery bunch    Sam X,,,,,1,,,,,,
 don't get discouraged it's early on amp it can get overwhelming keep reading amp use cue cards   _emoj_blush_  it'll get better,,,,,1,,,,,,
 don't get discouraged it's early on amp it can get overwhelming keep reading amp use cue cards   _emoj_blush_  it'll get better,,,,,,,1,,,,
 don't I know it try not to fret my sweet little pupper,1,,,,,,,,,,
 don't I know it try not to fret my sweet little pupper,,1,,,,,,,,,
 don't I know it try not to fret my sweet little pupper,,,1,,,,,,,,
 don't know I'm from nj we are the worst on purpose ,,,1,,,,,,,,
 Don't look You'll only be very very unhappy   NNGH I got the email notif THANK YOU,,,,,1,,,,,,
 Don't look You'll only be very very unhappy   NNGH I got the email notif THANK YOU,,,,,,,,,1,,
 don't think he did and he didn't have the rucksack or laptop in his possession murky business on that note I'm away to bed,1,,,,,,,,,,
 don't think he did and he didn't have the rucksack or laptop in his possession murky business on that note I'm away to bed,,,1,,,,,,,,
 don't think he did and he didn't have the rucksack or laptop in his possession murky business on that note I'm away to bed,,,,,,,,,1,,
 don't think Ian knew of Pavel He knew about Charlie I bet Rob will cackle with glee when he heard what has happened thearchers,,1,,,,,,,,,
 don't tweet shit like this It'll come back and haunt you like your other ones   _emoj_sob_   _emoj_joy_ ,1,,,,,,,,,,
 Don't worry if your character is already taken The RP I'm looking for is a non couple forming RP Just a fun loving haunting ,,,,,1,,,,,,
 Don't worry if your character is already taken The RP I'm looking for is a non couple forming RP Just a fun loving haunting ,,,,,,,1,,,,
 don't worry me and my mans  gave him a piece of our mind,1,,,,,,,,,,
 don't worry me and my mans  gave him a piece of our mind,,,,,1,,,,,,
 don't worry me and my mans  gave him a piece of our mind,,,,,,,1,,,,
 dreadful day at work n now im gonna be late for class n im covered in paint n now i have to work a night shift too ,1,,,,,,,,,,
 droop saw naked wrestling and asked 'What if I get a hole in one' jaymohrsports,,,,,1,,,,,,
 dude dead ass she said if she came she'd start shit with Amy amp literally Amy didn't do anything but cal her out on her BS,1,,,,,,,,,,
 dude dead ass she said if she came she'd start shit with Amy amp literally Amy didn't do anything but cal her out on her BS,,,1,,,,,,,,
 dw I think cheeks are the most attractive thing in guys too it's terrible tbh,1,,,,,,,,,,
 dw I think cheeks are the most attractive thing in guys too it's terrible tbh,,,1,,,,,,,,
 dw I think cheeks are the most attractive thing in guys too it's terrible tbh,,,,,,,,,1,,
 ehhh I guess I want to everyone I've ever burst out laughing in front of  _emoj_joy_ ,,,,,1,,,,,,
 ehhh I guess I want to everyone I've ever burst out laughing in front of  _emoj_joy_ ,,,,,,1,,,,,
 Ended up paying 75p for half a tube of smarties Don't even get the pleasure of popping the plastic lid off either ,1,,,,,,,,,,
 Ended up paying 75p for half a tube of smarties Don't even get the pleasure of popping the plastic lid off either ,,1,,,,,,,,,
 Ended up paying 75p for half a tube of smarties Don't even get the pleasure of popping the plastic lid off either ,,,1,,,,,,,,
 Ended up paying 75p for half a tube of smarties Don't even get the pleasure of popping the plastic lid off either outrage,1,,,,,,,,,,
 Ended up paying 75p for half a tube of smarties Don't even get the pleasure of popping the plastic lid off either outrage,,,1,,,,,,,,
 Eric couldn't help but laugh though that made him wince in pain It hurt A lot He just wanted to sit down somewhere  ,,,1,,,,,,,,
